"Id";"Type";"Nature";"Caracteristique"
453;"tête";"chaperon";
454;"intérieur";"robe";
455;"intérieur";"robe";
456;"intérieur";"robe";
457;"sous vêtement";"chausses";
458;"cheval";"housse de selle";
459;"extérieur";"mantel";"double"
460;"extérieur";"houpelande";
461;"sous vêtement";"chausses";
462;"tête";"chaperon";
463;"ajusté";"gipon";
464;"extérieur";"houpelande";
465;"tête";"chaperon";
466;"sous vêtement";"chausses";
467;"doublure";"sac";
468;"ajusté";"jaque";
469;"ajusté";"sac";
470;"ajusté";"gipon";
471;"extérieur";"houpelande";"demi"
472;"ajusté";"gipon";
473;"parure";"mitaine";
474;"sous vêtement";"pelisson";
475;"extérieur";"mantel";"double"
476;"parure";"rivet";
477;"parure";"bouton";
478;"parure";"frenge";
479;"parure";"rayures";
480;"ajusté";"sac";
481;"extérieur";"sac";
482;"extérieur";"mantel";"double"
483;"ajusté";"gipon";
484;"extérieur";"houpelande";
485;"intérieur";"robe";"grand"
486;"parure";"bouton";
487;"parure";"rivet";
488;"ajusté";"gipon";
489;"cheval";"housse de selle";
490;"doublure";"jaque";
491;"doublure";"sac";
492;"doublure";"houpelande";
493;"extérieur";"houpelande";
494;"ajusté";"gipe";
495;"sous vêtement";"chausses";
496;"tête";"chaperon";"double"
497;"vêtement";"inconnue";
498;"ajusté";"gipon";
499;"ajusté";"gipon";
500;"militaire";"tabart";
501;"sous vêtement";"chausses";
502;"tête";"chaperon";
503;"ajusté";"gipon";
504;"intérieur";"robe";
505;"ajusté";"gipon";
506;"extérieur";"sac";
507;"ajusté";"gipon";
508;"extérieur";"sac";"demi"
509;"militaire";"bandière";
510;"militaire";"pennon";
511;"extérieur";"sac";
512;"ajusté";"gipon";
513;"ajusté";"jaque";
514;"parure";"tissu";
515;"intérieur";"robe";
516;"intérieur";"cotte";
517;"parure";"tissu";
518;"militaire";"coiffe";
519;"ajusté";"jaque";
520;"ajusté";"jaque";
521;"parure";"broderie";
522;"extérieur";"sac";
523;"ajusté";"gipon";"point"
524;"ajusté";"jaque";
525;"ajusté";"jaque";
526;"ajusté";"gipon";
527;"autre";"emballage";
528;"militaire";"trompette";
529;"doublure";"sac";
530;"religieux";"chapelet";
531;"extérieur";"sac";"rayé d'argent"
532;"extérieur";"sac";
533;"ajusté";"jaque";
534;"extérieur";"sac";
535;"militaire";"cotte";
537;"ajusté";"jaque";"""couvrir"""
538;"extérieur";"houpelande";
539;"sous vêtement";"chausses";
540;"tête";"chaperon";
541;"intérieur";"robe";
542;"extérieur";"sac";
543;"sous vêtement";"chausses";
544;"tête";"chaperon";
545;"intérieur";"robe";
546;"intérieur";"cotte";
547;"intérieur";"robe";
548;"intérieur";"robe";
549;"intérieur";"robe";
550;"intérieur";"robe";
551;"intérieur";"robe";
552;"intérieur";"robe";
553;"extérieur";"mantel";"double"
554;"extérieur";"mantel";"double"
555;"intérieur";"robe";
556;"sous vêtement";"chausses";
557;"tête";"chaperon";
558;"intérieur";"robe";
559;"extérieur";"mantel";"grand"
560;"extérieur";"sac";"double"
561;"intérieur";"robe";
562;"extérieur";"mantel";
563;"intérieur";"robe";
564;"extérieur";"houpelande";"grand"
565;"intérieur";"robe";
566;"intérieur";"robe";
567;"intérieur";"robe";
568;"ajusté";"gipe";
569;"extérieur";"sac";"double"
570;"sous vêtement";"chausses";
571;"intérieur";"robe";
572;"intérieur";"robe";
573;"intérieur";"robe";
574;"autre";"emballage";
575;"extérieur";"houpelande";
576;"sous vêtement";"chausses";
577;"tête";"chaperon";
578;"intérieur";"robe";
579;"intérieur";"robe";
580;"extérieur";"mantel";"à chevaucher"
581;"ajusté";"gipe";
582;"intérieur";"robe";
583;"intérieur";"robe";
584;"intérieur";"robe";
585;"extérieur";"mantel";"grand"
586;"intérieur";"robe";
587;"extérieur";"mantel";
588;"extérieur";"houpelande";
589;"parure";"mitaine";"double"
590;"sous vêtement";"chausses";
591;"parure";"tissu";
592;"extérieur";"houpelande";"grand"
593;"sous vêtement";"gonelle";
594;"tête";"chaperon";"double"
595;"parure";"manche";
596;"sous vêtement";"chausses";
597;"extérieur";"mantel";
598;"religieux";"froc";
599;"intérieur";"robe";
600;"religieux";"habit";
601;"intérieur";"robe";
602;"intérieur";"robe";
603;"militaire";"pennon";
604;"militaire";"pennon";
605;"militaire";"pennon";
606;"militaire";"pennon";
607;"extérieur";"houpelande";"à chevaucher"
608;"sous vêtement";"chausses";
609;"tête";"chaperon";
610;"cheval";"housse de selle";
611;"extérieur";"mantel";
612;"extérieur";"houpelande";
613;"extérieur";"houpelande";"court"
614;"extérieur";"mantel";"à chevaucher"
615;"extérieur";"mantel";"long"
616;"ajusté";"gipe";
617;"ajusté";"gipe";
618;"ajusté";"gipe";
619;"ajusté";"gipe";
620;"ajusté";"gipon";
621;"intérieur";"cotte";
622;"extérieur";"mantel";"court et double"
623;"extérieur";"mantel";
624;"parure";"devise";
625;"intérieur";"robe";
626;"intérieur";"robe";
627;"parure";"écusson";"à fromage"
628;"autre";"emballage";"à sceaux"
629;"sous vêtement";"chausses";
630;"extérieur";"mantel";
631;"sous vêtement";"chausses";
632;"extérieur";"mantel";"double à chevaucher"
633;"cheval";"housse de selle";
634;"doublure";"houpelande";
635;"doublure";"sac";
636;"parure";"tissu";
637;"ajusté";"sac";
638;"doublure";"sac";
639;"extérieur";"mantel";
640;"ajusté";"gipon";
641;"ajusté";"gipon";
1153;"militaire";"tabart";
1154;"doublure";"tabart";
1155;"sous vêtement";"chausses";
1156;"sous vêtement";"chausses";
1157;"sous vêtement";"chausses";
1158;"sous vêtement";"pelisson";
1159;"parure";"mitaine";
1160;"parure";"gant";
1161;"parure";"chausson";
1162;"tête";"chaperon";
1163;"sous vêtement";"chausses";
1164;"tête";"chapeau";
1165;"tête";"chapeau";
1166;"intérieur";"robe";
1167;"mobilier";"chambre";"brodé"
1168;"militaire";"bannière";"de bature"
1169;"militaire";"pennon";"armes de Saint Maurice"
1170;"militaire";"pennon";"de trompette"
1171;"militaire";"étandard";"à la devise"
1172;"ajusté";"àpoint";
1173;"ajusté";"jaquette";"armes"
1174;"militaire";"tabart";"armes"
1175;"tête";"chapeau";
1176;"mobilier";"courtine";"à la devise"
1177;"mobilier";"marchepied";"à la devise"
1179;"mobilier";"tapisserie";
1180;"extérieur";"houpelande";
1181;"extérieur";"mantel";
1182;"mobilier";"litière";
1183;"militaire";"plume";
1184;"tête";"chapeau";
1185;"tête";"chapeau";
1186;"militaire";"plume";
1187;"tête";"berret";
1188;"tête";"berret";
1189;"mobilier";"litière";
1190;"mobilier";"litière";
1191;"mobilier";"litière";
1192;"mobilier";"coussin";"de litière"
1193;"mobilier";"coussin";"de litière"
1194;"mobilier";"chambre";
1195;"mobilier";"ciel de chambre";
1196;"mobilier";"reband de tapisserie";
1197;"mobilier";"courtine";"motif péroquet"
1198;"parure";"bouton";
1199;"parure";"bouton";
1200;"mobilier";"chaise";
1201;"mobilier";"couverture de litière";
1202;"cheval";"couverture de selle";
1203;"vêtement";"veste";
1204;"mobilier";"courtine";"motif péroquet"
1205;"doublure";"chapeau";
1206;"mobilier";"tapis de litière";"armes"
1207;"cheval";"selle";
1208;"autre";"corde";
1209;"autre";"emballage";
1210;"autre";"emballage";
1211;"parure";"épingle";
1212;"autre";"peigne";
1213;"autre";"peigne";
1214;"militaire";"tabart";
1215;"tête";"chaperon";
1216;"tête";"chapeau";
1217;"tête";"chapeau";
1218;"intérieur";"robe";
1219;"tête";"chaperon";
1220;"sous vêtement";"chausses";
1221;"intérieur";"robe";
1222;"mobilier";"couverture de selle";
1223;"sous vêtement";"chausses";
1224;"tête";"chaperon";
1225;"cheval";"couverture de selle";
1226;"sous vêtement";"chausses";
1227;"extérieur";"houpelande";
1228;"extérieur";"sac";
1229;"extérieur";"clamide";"double"
1230;"tête";"chaperon";
1231;"sous vêtement";"chausses";
1232;"vêtement";"veste";
1233;"cheval";"couverture de selle";
1234;"cheval";"couverture de selle";
1235;"ajusté";"jaque";
1236;"ajusté";"gipon";"à armer"
1237;"cheval";"couverture de selle";
1238;"cheval";"ceinture de cheval";
1239;"cheval";"garnison";
1240;"cheval";"couverture de selle";
1241;"cheval";"garnison";
1242;"cheval";"garnison";
1243;"militaire";"étandard";
1244;"parure";"aiguillette";
1245;"parure";"gant";
1246;"tête";"chapeau";
1247;"tête";"barete";
1248;"autre";"tapis de compte";
1249;"vêtement";"veste";
1250;"sous vêtement";"chausses";
1251;"parure";"manche";
1252;"extérieur";"houpelande";
1253;"tête";"chaperon";
1254;"sous vêtement";"chausses";
1255;"sous vêtement";"chausses";
1256;"autre";"emplatre de poitrine";
1257;"tête";"barete";"double"
1258;"extérieur";"houpelande";"long"
1259;"extérieur";"sac";
1260;"ajusté";"jaque";
1261;"extérieur";"sac";
1262;"extérieur";"sac";
1263;"extérieur";"houpelande";"long"
1264;"extérieur";"mantel";
1265;"extérieur";"houpelande";"long"
1266;"tête";"chaperon";
1267;"sous vêtement";"chausses";
1268;"sous vêtement";"chausses";
1269;"parure";"frenge";"de robe"
1270;"extérieur";"houpelande";
1271;"tête";"chaperon";
1272;"vêtement";"veste";
1273;"vêtement";"veste";
1274;"doublure";"veste";
1275;"sous vêtement";"chausses";
1276;"doublure";"robe";
1277;"extérieur";"houpelande";
1278;"tête";"chaperon";
1279;"sous vêtement";"chausses";
1280;"militaire";"étandard";
1281;"militaire";"pennon";
1282;"cheval";"couverture de selle";
1283;"militaire";"chaperon";"à bacinet"
1284;"parure";"gant";
1285;"doublure";"chaperon";"à bacinet"
1286;"sous vêtement";"chausses";
1287;"ajusté";"gipon";
1288;"sous vêtement";"chausses";
1289;"autre";"emballage";
1290;"extérieur";"houpelande";
1291;"extérieur";"sac";
1292;"intérieur";"robe";"bon et entier"
1293;"ajusté";"gipon";
1294;"sous vêtement";"pelisson";
1295;"parure";"gant";
1296;"sous vêtement";"chausses";"gros"
1297;"intérieur";"robe";
1298;"sous vêtement";"chausses";
1299;"ajusté";"landier";
1300;"ajusté";"gipon";
1301;"tête";"chapeau";
1302;"tête";"coiffe";
1303;"tête";"chaperon";"grand"
1304;"intérieur";"robe";
1305;"sous vêtement";"chausses";
1306;"ajusté";"gipon";
1307;"ajusté";"gipon";
1308;"tête";"chaperon";"double"
1309;"parure";"ceinture";
1310;"ajusté";"gipon";
1311;"ajusté";"gipon";
1312;"tête";"chaperon";
1313;"extérieur";"mantel";
1314;"ajusté";"gipon";
1315;"tête";"chaperon";
1316;"ajusté";"gipon";
1317;"mobilier";"linteamenta";
1318;"extérieur";"mantel";"double"
1319;"sous vêtement";"chausses";
1320;"tête";"chaperon";
1321;"sous vêtement";"chausses";
1322;"ajusté";"gipon";
1323;"extérieur";"mantel";
1324;"intérieur";"robe";"entier"
1325;"militaire";"cotte";"à armer"
1326;"militaire";"bandière";
1327;"militaire";"pennon";
1328;"sous vêtement";"chausses";
1329;"tête";"chaperon";"grand"
1330;"sous vêtement";"chausses";
1331;"tête";"chaperon";
1332;"ajusté";"gipe";
1333;"mobilier";"linteamenta";
1334;"intérieur";"malecotte";
1335;"militaire";"bandière";
1336;"extérieur";"mantel";
1337;"intérieur";"malecotte";
1338;"sous vêtement";"chausses";
1339;"tête";"chaperon";
1340;"militaire";"chaperon";"à bacinet"
1341;"intérieur";"cotte";
1342;"tête";"chaperon";
1343;"tête";"chaperon";
1344;"intérieur";"cotte";
1345;"extérieur";"mantel";
1346;"militaire";"corset";
1347;"vêtement";"veste";
1348;"extérieur";"cape";
1349;"intérieur";"robe";"court"
1350;"intérieur";"robe";"court"
1351;"intérieur";"cotte ardie";
1352;"mobilier";"couverture";
1353;"sous vêtement";"chausses";
1354;"extérieur";"mantel";
1355;"extérieur";"mantel";
1356;"tête";"chaperon";
1357;"doublure";"chaperon";
1358;"sous vêtement";"chausses";
1359;"ajusté";"gipon";
1360;"ajusté";"gipon";
1361;"ajusté";"landier";
1362;"militaire";"pennon";
1363;"militaire";"bandière";
1364;"extérieur";"mantel";
1365;"sous vêtement";"chausses";
1366;"intérieur";"malecotte";
1367;"tête";"chaperon";"double"
1368;"intérieur";"malecotte";
1369;"tête";"chaperon";"double"
1370;"sous vêtement";"chausses";
1371;"intérieur";"malecotte";
1372;"ajusté";;
1373;"ajusté";"gipon";
1374;"parure";"ceinture";
1375;"parure";"tissu";
1376;"intérieur";"malecotte";
1377;"sous vêtement";"chausses";
1378;"intérieur";"malecotte";
1379;"intérieur";"malecotte";
1380;"vêtement";"veste";
1381;"ajusté";"gipon";
1382;"ajusté";"gipon";
1383;"ajusté";"gipon";
1384;"militaire";"bandière";
1385;"ajusté";"gipon";
1386;"ajusté";"gipon";
1387;"sous vêtement";"chausses";
1388;"tête";"chaperon";
1389;"intérieur";"cotte ardie";
1390;"intérieur";"cotte";
1391;"extérieur";"mantel";
1392;"intérieur";"cotte";
1393;"sous vêtement";"chausses";
1394;"intérieur";"cotte";
1395;"extérieur";"mantel";
1396;"vêtement";"robe";
1397;"vêtement";"robe";
1398;"tête";"coiffe";
1399;"ajusté";"gipon";
1400;"ajusté";"gipon";
1401;"tête";"chaperon";
1402;"cheval";"garnison de selle";
1403;"parure";"gant";
1404;"intérieur";"robe";
1405;"intérieur";"robe";
1406;"intérieur";"robe";"long"
1407;"intérieur";"robe";
1408;"intérieur";"malecotte";
1409;"intérieur";"malecotte";
1410;"intérieur";"malecotte";
1411;"sous vêtement";"chausses";
1412;"tête";"chaperon";"double"
1413;"mobilier";"marchepied";
1414;"intérieur";"robe";
1415;"intérieur";"cotte";
1416;"tête";"chaperon";
1417;"parure";"gant";
1418;"intérieur";"robe";
1419;"extérieur";"mantel";
1420;"intérieur";"robe";
1421;"intérieur";"robe";"rond"
1422;"intérieur";"cotte";
1423;"extérieur";"mantel";
1424;"tête";"chaperon";
1425;"mobilier";"litière";
1426;"intérieur";"robe";
1427;"mobilier";"linteamenta";
1428;"sous vêtement";"chemise";
1429;"sous vêtement";"drap linge";
1430;"ajusté";"gipe";
1431;"tête";"chaperon";
1432;"ajusté";"gipe";
1433;"ajusté";"gipon";
1434;"intérieur";"robe";
1435;"sous vêtement";"chausses";
1436;"extérieur";"mantel";"double"
1437;"sous vêtement";"chausses";
1438;"parure";"estivaux";
1439;"extérieur";"mantel";
1440;"doublure";"mantel";
1441;"mobilier";"courtine";
1442;"extérieur";"mantel";
1443;"intérieur";"cotte ardie";
1444;"tête";"chaperon";
1445;"sous vêtement";"chausses";
1446;"tête";"chaperon";"double"
1447;"parure";"estivaux";
1448;"extérieur";"mantel";
1449;"sous vêtement";"chausses";
1450;"sous vêtement";"chausses";
1451;"tête";"chaperon";"double"
1452;"ajusté";"gipe";
1453;"ajusté";"gipe";
1454;"ajusté";"gipon";
1455;"ajusté";"gipon";
1456;"tête";"chaperon";
1457;"intérieur";"cotte ardie";
1458;"tête";"chaperon";"double"
1459;"intérieur";"corset";
1460;"intérieur";"cotte";
1461;"intérieur";"robe";
1462;"parure";"manche";
1463;"religieux";"cotte";
1464;"sous vêtement";"chausses";
1465;"intérieur";"robe";" à 5 garnement"
1466;"intérieur";"robe";"à 5 garnement"
1467;"intérieur";"cotte";
1468;"sous vêtement";"pelisson";
1469;"intérieur";"cotte";
1470;"intérieur";"robe";
1471;"tête";"coiffe";
1472;"tête";"chapeau";"double"
1473;"parure";"gant";
1474;"tête";"coiffe";
1475;"doublure";"chaussure";
1476;"parure";"bouton";
1477;"parure";"bouton";
1478;"intérieur";"corset";
1479;"tête";"chaperon";
1480;"mobilier";"linteamenta";
1481;"mobilier";"linteamenta";
1482;"mobilier";"linteamenta";
1483;"mobilier";"linteamenta";"grand"
1484;"mobilier";"linteamenta";"petit"
1485;"doublure";"couverture";
1486;"mobilier";"coussin";
1487;"mobilier";"fenêtre";
1488;"mobilier";"inconnue";
1489;"ajusté";"gipe";
1490;"sous vêtement";"chemise";
1491;"sous vêtement";"chausses";"à chevaucher"
1492;"sous vêtement";"gorgière";
1493;"tête";"capitegia";
1494;"tête";"chaperon";
1495;"doublure";"chaperon";
1496;"doublure";"chaperon";
1497;"sous vêtement";"chausses";
1498;"extérieur";"mantel";"double"
1499;"intérieur";"cotte";"grand manche pendant"
1500;"ajusté";"gipe";
1501;"sous vêtement";"chausses";
1502;"doublure";"mantel";
1503;"ajusté";"gipon";
1504;"ajusté";"gipon";
1505;"ajusté";"gipon";"double"
1506;"ajusté";"gipon";
1507;"intérieur";"robe";
1508;"intérieur";"robe";
1509;"intérieur";"cotte";
1510;"intérieur";"robe";
1511;"intérieur";"cotte";
1512;"tête";"chaperon";"grand"
1513;"sous vêtement";"chausses";
1514;"ajusté";"gipon";
1515;"intérieur";"cotte";
1516;"ajusté";"gipon";
1517;"extérieur";"mantel";
1518;"ajusté";"gipon";
1519;"tête";"chaperon";
1520;"intérieur";"cotte";
1521;"intérieur";"cotte";
1522;"intérieur";"robe";
1523;"ajusté";"gipon";
1524;"vêtement";"inconnue";
1525;"intérieur";"robe";
1526;"ajusté";"gipon";
1527;"ajusté";"gipon";
1528;"intérieur";"robe";
1529;"intérieur";"robe";"entier"
1530;"tête";"chaperon";
1531;"intérieur";"cotte";
1532;"tête";"chaperon de front";
1533;"tête";"corde à chaperon à bourelet";
1534;"parure";"manche";
1535;"parure";"estivaux";
1536;"extérieur";"mantel";"double"
1537;"sous vêtement";"chausses";
1538;"sous vêtement";"chausses";
1539;"sous vêtement";"chausses";
1540;"sous vêtement";"chausses";
