"compte";"numTrans";"Personne";"Expression"
"7 MI 3,  r. 23, R62";9339;4004;"implicite"
"7 MI 3,  r. 23, R62";9344;4124;"implicite"
"7 MI 3,  r. 23, R62";9345;4124;"implicite"
"7 MI 3,  r. 23, R62";9346;4089;"pellicier"
"7 MI 3,  r. 23, R62";9347;4089;"pellicier"
"7 MI 3,  r. 23, R62";9349;4089;"implicite"
"7 MI 3,  r. 23, R62";9350;4089;"implicite"
"7 MI 3,  r. 23, R62";9352;3719;"implicite"
"7 MI 3,  r. 23, R62";9353;4004;"drapier"
"7 MI 3,  r. 23, R62";9354;3323;"drapier"
"7 MI 3,  r. 23, R62";9361;3331;"implicite"
"7 MI 3,  r. 23, R62";9362;3728;"pelletier"
"7 MI 3,  r. 23, R62";9364;3552;"implicite"
"7 MI 3,  r. 23, R62";9365;642;"implicite"
"7 MI 3,  r. 23, R62";9366;4124;"couturier"
"7 MI 3,  r. 23, R62";9369;3513;"pelletier"
"7 MI 3,  r. 23, R62";9371;3331;"implicite"
"7 MI 3,  r. 23, R62";9373;3292;"drapier"
"7 MI 3,  r. 23, R62";9375;3292;"drapier"
"7 MI 3,  r. 23, R62";9376;4131;"drapier"
"7 MI 3,  r. 23, R62";9378;3292;"implicite"
"7 MI 3,  r. 23, R62";9379;4132;"marchand"
"7 MI 3,  r. 23, R62";9381;4133;"pelletier"
"7 MI 3,  r. 23, R62";9382;3019;"drapier"
"7 MI 3,  r. 23, R62";9383;3609;"pelletier"
"7 MI 3,  r. 23, R62";9384;3552;"implicite"
"7 MI 3,  r. 23, R62";9385;4134;"implicite"
"7 MI 3,  r. 23, R62";9386;4135;"couturier"
"7 MI 3,  r. 23, R62";9389;3804;"drapier"
"7 MI 3,  r. 23, R62";9390;4139;"drapier"
"7 MI 3,  r. 23, R62";9391;4140;"drapier"
"7 MI 3,  r. 23, R62";9393;3019;"implicite"
"7 MI 3,  r. 23, R62";9394;3292;"drapier"
"7 MI 3,  r. 23, R63";9396;4141;"marchand"
"7 MI 3,  r. 23, R63";9396;4142;"marchand"
"7 MI 3,  r. 23, R63";9397;3015;"marchand"
"7 MI 3,  r. 23, R63";9398;4143;"marchand"
"7 MI 3,  r. 23, R63";9398;4144;"marchand"
"7 MI 3,  r. 23, R63";9399;3019;"implicite"
"7 MI 3,  r. 23, R63";9400;3019;"implicite"
"7 MI 3,  r. 23, R63";9401;3689;"marchand"
"7 MI 3,  r. 23, R63";9402;3323;"drapier"
"7 MI 3,  r. 23, R63";9403;3323;"implicite"
"7 MI 3,  r. 23, R63";9404;3019;"implicite"
"7 MI 3,  r. 23, R63";9405;1976;"implicite"
"7 MI 3,  r. 23, R63";9406;3323;"implicite"
"7 MI 3,  r. 23, R63";9408;3323;"implicite"
"7 MI 3,  r. 23, R63";9412;2989;"pelletier"
"7 MI 3,  r. 23, R63";9412;3767;"pelletier"
"7 MI 3,  r. 23, R63";9412;3822;"pelletier"
"7 MI 3,  r. 23, R63";9412;3827;"pelletier"
"7 MI 3,  r. 23, R63";9414;3609;"pelletier"
"7 MI 3,  r. 23, R63";9415;3609;"implicite"
"7 MI 3,  r. 23, R63";9416;3609;"implicite"
"7 MI 3,  r. 23, R63";9419;1976;"implicite"
"7 MI 3,  r. 23, R63";9420;3331;"implicite"
"7 MI 3,  r. 23, R63";9421;3518;"implicite"
"7 MI 3,  r. 23, R63";9426;4171;"implicite"
"7 MI 3,  r. 23, R63";9427;4171;"implicite"
"7 MI 3,  r. 23, R63";9428;3331;"implicite"
"7 MI 3,  r. 23, R63";9429;3899;"implicite"
"7 MI 3,  r. 23, R63";9430;4124;"implicite"
"7 MI 3,  r. 23, R63";9431;1945;"implicite"
"7 MI 3,  r. 23, R63";9434;4172;"drapier"
"7 MI 3,  r. 23, R63";9436;3292;"marchand"
"7 MI 3,  r. 23, R63";9438;4171;"drapier"
"7 MI 3,  r. 23, R63";9439;4171;"implicite"
"7 MI 3,  r. 23, R63";9446;2568;"implicite"
"7 MI 3,  r. 23, R63";9447;3552;"implicite"
"7 MI 3,  r. 23, R63";9448;3552;"implicite"
"7 MI 3,  r. 23, R63";9449;3552;"implicite"
"7 MI 3,  r. 23, R63";9451;3897;"implicite"
"7 MI 3,  r. 23, R63";9453;2985;"mercier"
"7 MI 3,  r. 23, R63";9454;3019;"drapier"
"7 MI 3,  r. 23, R63";9457;2982;"couturier"
"7 MI 3,  r. 23, R63";9458;4171;"implicite"
"7 MI 3,  r. 23, R63";9459;3323;"drapier"
"7 MI 3,  r. 23, R63";9478;3775;
"7 MI 3,  r. 23, R63";9479;2647;"pelletier"
"7 MI 3,  r. 23, R63";9480;2647;"pelletier"
"7 MI 3,  r. 23, R63";9481;2647;"pelletier"
"7 MI 3,  r. 23, R63";9485;3795;"drapier"
"7 MI 3,  r. 24, R64";9486;3019;"implicite"
"7 MI 3,  r. 24, R64";9487;3331;"implicite"
"7 MI 3,  r. 24, R64";9488;3746;"orfèvre"
"7 MI 3,  r. 24, R64";9491;3077;"implicite"
"7 MI 3,  r. 24, R64";9492;3077;"implicite"
"7 MI 3,  r. 24, R64";9493;3331;"implicite"
"7 MI 3,  r. 24, R64";9494;3746;"orfèvre"
"7 MI 3,  r. 24, R64";9505;147;"pelletier"
"7 MI 3,  r. 24, R64";9508;3552;
"7 MI 3,  r. 24, R64";9510;1945;"tailleur"
"7 MI 3,  r. 24, R64";9512;3077;"mercier"
"7 MI 3,  r. 24, R64";9513;4219;"drapier"
"7 MI 3,  r. 24, R64";9516;2174;"implicite"
"7 MI 3,  r. 24, R64";9518;3897;"implicite"
"7 MI 3,  r. 24, R64";9521;4124;"implicite"
"7 MI 3,  r. 24, R64";9522;4220;"implicite"
"7 MI 3,  r. 24, R64";9523;3518;"implicite"
"7 MI 3,  r. 24, R64";9525;4220;"implicite"
"7 MI 3,  r. 24, R64";9532;3019;
"7 MI 3,  r. 24, R64";9533;3887;"drapier"
"7 MI 3,  r. 24, R64";9535;1976;"implicite"
"7 MI 3,  r. 24, R64";9536;3887;"drapier"
"7 MI 3,  r. 24, R64";9538;4223;"mercier"
"7 MI 3,  r. 24, R64";9539;4224;"gantier"
"7 MI 3,  r. 24, R64";9540;3552;"mercier"
"7 MI 3,  r. 24, R64";9541;4224;"gantier"
"7 MI 3,  r. 24, R64";9542;3950;"chaussetier"
"7 MI 3,  r. 24, R64";9546;1961;"couturier"
"7 MI 3,  r. 24, R64";9547;4226;"implicite"
"7 MI 3,  r. 24, R64";9548;3077;"implicite"
"7 MI 3,  r. 24, R64";9549;4227;"implicite"
"7 MI 3,  r. 24, R64";9551;4228;"pelletier"
"7 MI 3,  r. 24, R64";9552;4229;"implicite"
"7 MI 3,  r. 24, R64";9553;4230;"implicite"
"7 MI 3,  r. 24, R64";9554;4231;"implicite"
"7 MI 3,  r. 24, R64";9555;4229;"implicite"
"7 MI 3,  r. 24, R64";9556;3689;"implicite"
"7 MI 3,  r. 24, R64";9557;4229;"implicite"
"7 MI 3,  r. 24, R64";9558;3689;"implicite"
"7 MI 3,  r. 24, R64";9559;4229;"implicite"
"7 MI 3,  r. 24, R64";9560;4229;"implicite"
"7 MI 3,  r. 24, R64";9561;4229;"implicite"
"7 MI 3,  r. 24, R64";9562;4229;"implicite"
"7 MI 3,  r. 24, R64";9563;3689;"implicite"
"7 MI 3,  r. 24, R64";9564;3689;"implicite"
"7 MI 3,  r. 24, R64";9565;3897;"implicite"
"7 MI 3,  r. 24, R64";9570;3689;"implicite"
"7 MI 3,  r. 24, R64";9571;3331;
"7 MI 3,  r. 24, R64";9572;147;"pellicier"
"7 MI 3,  r. 24, R64";9574;3323;"drapier"
"7 MI 3,  r. 24, R64";9576;4240;"mercier"
"7 MI 3,  r. 24, R64";9577;3756;"couturier"
"7 MI 3,  r. 24, R64";9578;4246;"chaussetier"
"7 MI 3,  r. 24, R64";9579;4247;"implicite"
"7 MI 3,  r. 24, R64";9580;4229;"implicite"
"7 MI 3,  r. 24, R64";9581;4229;"implicite"
"7 MI 3,  r. 24, R64";9582;4229;"implicite"
"7 MI 3,  r. 24, R64";9587;3552;"implicite"
"7 MI 3,  r. 24, R64";9588;3385;"pellicier"
"7 MI 3,  r. 24, R64";9589;4249;"implicite"
"7 MI 3,  r. 24, R64";9590;3019;"drapier"
"7 MI 3,  r. 24, R64";9592;3323;"implicite"
"7 MI 3,  r. 24, R64";9593;4249;"implicite"
"7 MI 3,  r. 24, R64";9594;4004;"implicite"
"7 MI 3,  r. 24, R64";9598;4004;"implicite"
"7 MI 3,  r. 24, R64";9599;3897;"implicite"
"7 MI 3,  r. 24, R64";9600;3897;"implicite"
"7 MI 3,  r. 24, R64";9601;3897;"implicite"
"7 MI 3,  r. 24, R64";9606;4254;"pellicier"
"7 MI 3,  r. 24, R64";9608;3808;"couturier"
"7 MI 3,  r. 24, R64";9609;3323;"implicite"
"7 MI 3,  r. 24, R64";9610;3292;"implicite"
"7 MI 3,  r. 24, R64";9611;3323;"implicite"
"7 MI 3,  r. 24, R64";9612;3323;"implicite"
"7 MI 3,  r. 24, R64";9613;3292;"implicite"
"7 MI 3,  r. 24, R64";9614;3292;"implicite"
"7 MI 3,  r. 24, R64";9615;3323;"implicite"
"7 MI 3,  r. 24, R64";9618;3077;"mercier"
"7 MI 3,  r. 24, R64";9621;3897;"drapier"
"7 MI 3,  r. 24, R64";9622;3077;"implicite"
"7 MI 3,  r. 24, R64";9624;4004;"implicite"
"7 MI 3,  r. 24, R64";9626;147;"implicite"
"7 MI 3,  r. 24, R64";9628;4263;"drapier"
"7 MI 3,  r. 24, R64";9630;3609;"implicite"
"7 MI 3,  r. 24, R64";9631;3323;"implicite"
"7 MI 3,  r. 24, R64";9632;3609;"implicite"
"7 MI 3,  r. 24, R64";9633;3019;"implicite"
"7 MI 3,  r. 24, R64";9635;2255;"implicite"
"7 MI 3,  r. 24, R64";9636;3019;"implicite"
"7 MI 3,  r. 24, R64";9638;3609;"implicite"
"7 MI 3,  r. 24, R64";9641;3609;"implicite"
"7 MI 3,  r. 24, R64";9642;3609;"implicite"
"7 MI 3,  r. 24, R64";9643;3609;"implicite"
"7 MI 3,  r. 24, R64";9645;3331;"implicite"
"7 MI 3,  r. 24, R64";9646;3331;"implicite"
"7 MI 3,  r. 24, R64";9647;3077;"implicite"
"7 MI 3,  r. 24, R64";9649;617;"implicite"
"7 MI 3,  r. 24, R64";9651;3385;"couturier"
"7 MI 3,  r. 24, R64";9652;3385;"implicite"
"7 MI 3,  r. 24, R64";9665;4219;"drapier"
"7 MI 3,  r. 24, R64";9666;3323;"drapier"
"7 MI 3,  r. 24, R64";9668;3019;"drapier"
"7 MI 3,  r. 24, R64";9670;3323;"drapier"
"7 MI 3,  r. 24, R64";9671;3518;"implicite"
"7 MI 3,  r. 24, R64";9676;4219;"implicite"
"7 MI 3,  r. 24, R64";9677;3393;"implicite"
"7 MI 3,  r. 24, R64";9678;3323;"drapier"
"7 MI 3,  r. 24, R64";9679;3897;"drapier"
"7 MI 3,  r. 24, R64";9682;3292;"implicite"
"7 MI 3,  r. 24, R64";9683;4004;"drapier"
"7 MI 3,  r. 24, R64";9684;3019;"drapier"
"7 MI 3,  r. 24, R64";9685;4278;"implicite"
"7 MI 3,  r. 24, R64";9686;4279;"mercier"
"7 MI 3,  r. 24, R64";9687;4219;"implicite"
"7 MI 3,  r. 24, R64";9689;3077;"mercier"
"7 MI 3,  r. 24, R64";9690;4171;"drapier"
"7 MI 3,  r. 24, R64";9693;3796;"implicite"
"7 MI 3,  r. 24, R64";9694;3950;"couturier"
"7 MI 3,  r. 24, R64";9695;3897;"implicite"
"7 MI 3,  r. 24, R64";9696;3897;"implicite"
"7 MI 3,  r. 24, R64";9697;3897;
"7 MI 3,  r. 24, R64";9698;4285;"drapier"
"7 MI 3,  r. 24, R64";9699;3552;"mercier"
"7 MI 3,  r. 25 et r. 26, R65";9703;4289;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9704;4290;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9720;3746;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9721;3767;"pelletier"
"7 MI 3,  r. 25 et r. 26, R65";9731;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9732;3897;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9733;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9734;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9735;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9736;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9737;3959;"orfèvre"
"7 MI 3,  r. 25 et r. 26, R65";9738;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9739;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9740;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9742;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9744;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9745;3765;"couturier"
"7 MI 3,  r. 25 et r. 26, R65";9746;3075;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9747;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9748;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9749;3746;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9750;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9751;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9753;4298;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9755;3609;"pellicier"
"7 MI 3,  r. 25 et r. 26, R65";9756;3609;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9757;3609;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9758;3609;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9759;3609;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9760;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9761;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9764;3878;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9765;3878;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9766;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9767;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9768;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9770;3323;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9771;4004;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9778;3609;"pellicier"
"7 MI 3,  r. 25 et r. 26, R65";9779;3609;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9780;3609;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9781;3609;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9788;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9789;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9790;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9791;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9792;4303;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9793;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9794;4304;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9795;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9796;3552;
"7 MI 3,  r. 25 et r. 26, R65";9797;4306;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9797;4307;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9797;4308;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9798;4309;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9798;4310;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9800;4312;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9800;4313;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9801;4314;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9802;4315;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9808;4396;"pellicier"
"7 MI 3,  r. 25 et r. 26, R65";9812;3552;"mercier"
"7 MI 3,  r. 25 et r. 26, R65";9815;4399;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9820;4400;"pellicier"
"7 MI 3,  r. 25 et r. 26, R65";9822;3897;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9823;3897;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9824;3552;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9829;4402;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9829;4403;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9829;4404;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9829;4405;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9829;4406;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9829;4407;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9830;4408;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9831;4402;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9832;4409;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9832;4410;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9832;4411;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9834;4407;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9835;4402;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9836;4402;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9837;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9840;3767;"pellicier"
"7 MI 3,  r. 25 et r. 26, R65";9841;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9842;3878;"pellicier"
"7 MI 3,  r. 25 et r. 26, R65";9846;4414;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9847;268;"mercier"
"7 MI 3,  r. 25 et r. 26, R65";9848;3897;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9850;3950;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9853;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9856;3609;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9857;4253;"couturier"
"7 MI 3,  r. 25 et r. 26, R65";9858;3331;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9859;3077;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9860;3077;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9861;3077;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9862;3077;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9863;3077;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9864;3077;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9873;4417;"gantier"
"7 MI 3,  r. 25 et r. 26, R65";9874;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9875;4418;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9876;4419;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9877;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9878;3653;"couturier"
"7 MI 3,  r. 25 et r. 26, R65";9880;3827;"pelletier"
"7 MI 3,  r. 25 et r. 26, R65";9882;3552;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9890;4435;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9891;3897;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9892;4253;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9892;4435;
"7 MI 3,  r. 25 et r. 26, R65";9893;4253;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9893;4435;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9894;4253;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9894;4435;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9895;4253;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9895;4435;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9896;4418;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9897;4418;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9899;3827;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9901;4440;"boursier"
"7 MI 3,  r. 25 et r. 26, R65";9902;4441;"chapellier"
"7 MI 3,  r. 25 et r. 26, R65";9904;4290;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9905;3552;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9906;3552;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9907;3155;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9908;3155;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9910;3950;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9912;3059;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9913;3323;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9915;4443;"couturier"
"7 MI 3,  r. 25 et r. 26, R65";9916;4443;"couturier"
"7 MI 3,  r. 25 et r. 26, R65";9929;4461;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9930;3117;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9933;3897;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9934;4463;"drapier"
"7 MI 3,  r. 25 et r. 26, R65";9935;3767;"pelletier"
"7 MI 3,  r. 25 et r. 26, R65";9938;4466;"implicite"
"7 MI 3,  r. 25 et r. 26, R65";9941;4290;"marchand"
"7 MI 3,  r. 25 et r. 26, R65";9945;4468;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9954;4290;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9955;4473;"mercier"
"7 MI 3,  r. 26 et r. 27, R66";9956;4290;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9957;3552;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9961;3959;"dorier"
"7 MI 3,  r. 26 et r. 27, R66";9963;4004;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9964;3323;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9967;3746;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9972;3897;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9973;3897;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9974;3897;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9975;3897;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9976;3897;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9979;4290;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9980;132;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9984;3765;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9985;3897;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9986;3897;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9987;3609;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9997;4493;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9998;4494;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";9999;4502;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10000;4502;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10008;3323;"drapier"
"7 MI 3,  r. 26 et r. 27, R66";10009;4253;"couturier"
"7 MI 3,  r. 26 et r. 27, R66";10010;4521;"marchand"
"7 MI 3,  r. 26 et r. 27, R66";10013;3609;"pelletier"
"7 MI 3,  r. 26 et r. 27, R66";10014;4004;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10015;3765;"couturier"
"7 MI 3,  r. 26 et r. 27, R66";10016;3117;"drapier"
"7 MI 3,  r. 26 et r. 27, R66";10018;4527;"drapier"
"7 MI 3,  r. 26 et r. 27, R66";10019;4527;
"7 MI 3,  r. 26 et r. 27, R66";10020;4528;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10021;4529;"drapier"
"7 MI 3,  r. 26 et r. 27, R66";10022;4532;"marchand"
"7 MI 3,  r. 26 et r. 27, R66";10024;4529;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10025;4532;"marchand"
"7 MI 3,  r. 26 et r. 27, R66";10026;4535;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10027;4537;"pelletier"
"7 MI 3,  r. 26 et r. 27, R66";10035;4444;"couturier"
"7 MI 3,  r. 26 et r. 27, R66";10037;3117;"drapier"
"7 MI 3,  r. 26 et r. 27, R66";10038;3117;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10041;4553;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10042;4553;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10043;4553;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10044;4529;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10044;4554;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10045;4529;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10045;4554;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10046;4555;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10047;4555;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10048;4555;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10049;4555;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10050;4556;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10051;4556;
"7 MI 3,  r. 26 et r. 27, R66";10052;4557;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10056;4554;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10057;4529;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10058;4529;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10059;4529;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10060;4529;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10064;4555;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10066;4290;"implicite"
"7 MI 3,  r. 26 et r. 27, R66";10068;4290;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10069;3950;"drapier"
"7 MI 3,  r. 29 et r. 30, R68";10070;3950;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10084;4581;"marchand"
"7 MI 3,  r. 29 et r. 30, R68";10085;4582;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10086;4581;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10087;4582;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10088;3292;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10089;4583;"marchand"
"7 MI 3,  r. 29 et r. 30, R68";10090;4581;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10091;4581;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10092;4418;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10093;4418;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10096;3323;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10097;3323;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10098;3292;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10099;3292;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10100;3292;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10106;3897;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10107;3897;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10108;3897;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10112;3897;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10113;3609;"pellicier"
"7 MI 3,  r. 29 et r. 30, R68";10116;4435;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10116;4483;"implicite"
"7 MI 3,  r. 29 et r. 30, R68";10118;4435;"implicite"
