"compte";"numTrans";"Personne";"Expression"
"7 MI 3,  r. 15 et r. 16, R55";8326;3510;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8327;3077;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8328;1976;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8329;3331;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8330;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8331;3331;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8332;3077;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8333;2980;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8334;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8336;429;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8337;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8338;3292;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8339;3292;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8340;3434;"chaussetier"
"7 MI 3,  r. 15 et r. 16, R55";8341;3323;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8342;3251;"tailleur"
"7 MI 3,  r. 15 et r. 16, R55";8347;3077;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8348;3077;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8349;2568;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8350;3077;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8351;3077;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8353;2568;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8354;3019;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8355;3292;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8357;3292;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8358;3400;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8360;3513;
"7 MI 3,  r. 15 et r. 16, R55";8363;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8364;3292;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8365;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8367;3015;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8368;2520;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8371;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8372;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8374;3146;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8376;3292;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8376;3516;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8377;2980;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8384;3523;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8386;2980;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8387;2520;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8393;2974;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8397;3533;"drapier"
"7 MI 3,  r. 15 et r. 16, R55";8398;3533;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8401;3536;"mercier"
"7 MI 3,  r. 15 et r. 16, R55";8403;3434;"chaussetier"
"7 MI 3,  r. 15 et r. 16, R55";8404;2127;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8405;2980;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8406;3019;"implicite"
"7 MI 3,  r. 15 et r. 16, R55";8409;3541;"pellicier"
"7 MI 3,  r. 15 et r. 16, R55";8410;147;"pellicier"
"7 MI 3,  r. 15 et r. 16, R55";8411;3542;
"7 MI 3,  r. 15 et r. 16, R55";8412;3015;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8430;2174;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8431;2174;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8432;2174;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8433;2174;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8434;2174;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8435;2174;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8439;3555;"pelletier"
"7 MI 3,  r. 16 et r. 17, R56";8452;3547;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8453;3547;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8454;3547;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8455;1945;"tailleur"
"7 MI 3,  r. 16 et r. 17, R56";8456;3572;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8458;3573;"tondeur"
"7 MI 3,  r. 16 et r. 17, R56";8459;3552;"mercier"
"7 MI 3,  r. 16 et r. 17, R56";8462;3543;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8464;3547;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8466;3576;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8468;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8469;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8470;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8471;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8472;3251;"couturier"
"7 MI 3,  r. 16 et r. 17, R56";8476;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8478;3204;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8480;3584;"marchand"
"7 MI 3,  r. 16 et r. 17, R56";8481;3584;"marchand"
"7 MI 3,  r. 16 et r. 17, R56";8483;3204;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8484;3204;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8488;3146;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8489;2985;"mercier"
"7 MI 3,  r. 16 et r. 17, R56";8490;1138;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8492;3019;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8493;3592;"pellicier"
"7 MI 3,  r. 16 et r. 17, R56";8494;3105;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8495;3593;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8498;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8499;3540;"couturier"
"7 MI 3,  r. 16 et r. 17, R56";8500;3547;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8501;147;"pelletier"
"7 MI 3,  r. 16 et r. 17, R56";8502;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8503;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8505;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8506;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8507;3323;
"7 MI 3,  r. 16 et r. 17, R56";8508;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8509;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8510;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8511;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8512;3019;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8514;2980;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8515;268;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8516;3605;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8517;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8518;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8519;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8520;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8522;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8523;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8524;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8525;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8526;3206;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8528;3609;"pelletier"
"7 MI 3,  r. 16 et r. 17, R56";8529;3610;"pelletier"
"7 MI 3,  r. 16 et r. 17, R56";8530;3059;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8531;3059;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8533;521;"pelletier"
"7 MI 3,  r. 16 et r. 17, R56";8535;147;"pelletier"
"7 MI 3,  r. 16 et r. 17, R56";8536;147;"pelletier"
"7 MI 3,  r. 16 et r. 17, R56";8537;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8538;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8539;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8540;3323;"facteur"
"7 MI 3,  r. 16 et r. 17, R56";8543;3331;"mercier"
"7 MI 3,  r. 16 et r. 17, R56";8544;521;"implicite"
"7 MI 3,  r. 16 et r. 17, R56";8546;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8547;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8548;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8549;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8550;3292;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8551;3323;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8554;3619;"drapier"
"7 MI 3,  r. 16 et r. 17, R56";8558;147;"pelletier"
"7 MI 3,  r. 17 et r. 18, R57";8562;2174;"marchand"
"7 MI 3,  r. 17 et r. 18, R57";8563;2174;"marchand"
"7 MI 3,  r. 17 et r. 18, R57";8564;2174;"marchand"
"7 MI 3,  r. 17 et r. 18, R57";8565;2174;"marchand"
"7 MI 3,  r. 17 et r. 18, R57";8590;3552;"mercier"
"7 MI 3,  r. 17 et r. 18, R57";8591;3552;"mercier"
"7 MI 3,  r. 17 et r. 18, R57";8598;3019;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8599;3019;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8600;3105;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8601;2568;"mercier"
"7 MI 3,  r. 17 et r. 18, R57";8602;1976;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8603;3077;"mercier"
"7 MI 3,  r. 17 et r. 18, R57";8606;3675;"gantier"
"7 MI 3,  r. 17 et r. 18, R57";8607;3077;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8608;3019;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8609;147;"pelletier"
"7 MI 3,  r. 17 et r. 18, R57";8610;3019;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8613;3019;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8615;3323;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8616;3059;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8619;3331;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8620;3679;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8621;2450;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8622;3679;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8629;3679;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8630;3679;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8632;3331;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8633;3684;
"7 MI 3,  r. 17 et r. 18, R57";8634;3684;
"7 MI 3,  r. 17 et r. 18, R57";8635;3552;
"7 MI 3,  r. 17 et r. 18, R57";8636;3685;"facteur"
"7 MI 3,  r. 17 et r. 18, R57";8637;2957;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8638;2957;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8639;2957;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8644;3684;
"7 MI 3,  r. 17 et r. 18, R57";8645;3684;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8646;3684;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8647;1138;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8648;3684;
"7 MI 3,  r. 17 et r. 18, R57";8649;3684;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8650;3684;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8657;3687;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8659;3019;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8660;3019;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8661;3689;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8662;147;"pelletier"
"7 MI 3,  r. 17 et r. 18, R57";8663;3691;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8664;3059;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8665;3059;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8666;3210;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8667;3059;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8668;3059;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8669;210;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8670;2568;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8671;3331;"mercier"
"7 MI 3,  r. 17 et r. 18, R57";8673;1976;"implicite"
"7 MI 3,  r. 17 et r. 18, R57";8674;3697;"drapier"
"7 MI 3,  r. 17 et r. 18, R57";8675;3699;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8692;3727;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8693;3728;"pelletier"
"7 MI 3,  r. 18 et r. 19, R59";8694;3730;"tailleur"
"7 MI 3,  r. 18 et r. 19, R59";8695;3552;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8696;3552;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8697;3206;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8699;3731;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8700;3732;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8701;3733;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8702;3733;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8703;3734;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8704;3735;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8705;3736;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8706;3737;"dorier"
"7 MI 3,  r. 18 et r. 19, R59";8708;3738;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8709;3740;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8714;2796;"pelletier"
"7 MI 3,  r. 18 et r. 19, R59";8715;3746;"orfèvre"
"7 MI 3,  r. 18 et r. 19, R59";8716;3762;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8717;3763;"sellier"
"7 MI 3,  r. 18 et r. 19, R59";8718;3764;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8720;3767;"pelletier"
"7 MI 3,  r. 18 et r. 19, R59";8721;3768;"pelletier"
"7 MI 3,  r. 18 et r. 19, R59";8730;3552;"mercier"
"7 MI 3,  r. 18 et r. 19, R59";8733;3775;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8734;3777;"apothicaire"
"7 MI 3,  r. 18 et r. 19, R59";8737;3790;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8738;3019;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8740;3019;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8743;3019;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8744;3019;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8748;3796;"drapier"
"7 MI 3,  r. 18 et r. 19, R59";8750;3552;"mercier"
"7 MI 3,  r. 18 et r. 19, R59";8756;2450;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8757;2450;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8759;2450;"pelletier"
"7 MI 3,  r. 18 et r. 19, R59";8761;3552;"mercier"
"7 MI 3,  r. 18 et r. 19, R59";8762;3552;"mercier"
"7 MI 3,  r. 18 et r. 19, R59";8763;3552;
"7 MI 3,  r. 18 et r. 19, R59";8764;3804;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8766;3806;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8767;3019;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8768;3323;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8769;3323;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8770;3807;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8771;3808;"couturier"
"7 MI 3,  r. 18 et r. 19, R59";8772;3809;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8773;3795;"implicite"
"7 MI 3,  r. 18 et r. 19, R59";8774;3810;"drapier"
"7 MI 3,  r. 20, R60";8778;3015;"implicite"
"7 MI 3,  r. 20, R60";8781;3821;"implicite"
"7 MI 3,  r. 20, R60";8782;3821;"implicite"
"7 MI 3,  r. 20, R60";8783;3822;"pelletier"
"7 MI 3,  r. 20, R60";8784;3823;"implicite"
"7 MI 3,  r. 20, R60";8785;3824;"pellicier"
"7 MI 3,  r. 20, R60";8786;3825;"implicite"
"7 MI 3,  r. 20, R60";8787;3826;"implicite"
"7 MI 3,  r. 20, R60";8788;3827;"pellicier"
"7 MI 3,  r. 20, R60";8789;3036;"implicite"
"7 MI 3,  r. 20, R60";8790;3827;"implicite"
"7 MI 3,  r. 20, R60";8791;3827;"implicite"
"7 MI 3,  r. 20, R60";8793;1976;"implicite"
"7 MI 3,  r. 20, R60";8794;3077;"mercier"
"7 MI 3,  r. 20, R60";8795;3609;"pelletier"
"7 MI 3,  r. 20, R60";8796;3830;"implicite"
"7 MI 3,  r. 20, R60";8797;3831;"implicite"
"7 MI 3,  r. 20, R60";8798;3832;"implicite"
"7 MI 3,  r. 20, R60";8799;3036;
"7 MI 3,  r. 20, R60";8799;3822;
"7 MI 3,  r. 20, R60";8799;3823;
"7 MI 3,  r. 20, R60";8799;3824;
"7 MI 3,  r. 20, R60";8799;3827;
"7 MI 3,  r. 20, R60";8809;2174;"implicite"
"7 MI 3,  r. 20, R60";8810;2174;"implicite"
"7 MI 3,  r. 20, R60";8811;2174;"implicite"
"7 MI 3,  r. 20, R60";8812;2174;"implicite"
"7 MI 3,  r. 20, R60";8813;2174;"implicite"
"7 MI 3,  r. 20, R60";8814;2174;"implicite"
"7 MI 3,  r. 20, R60";8815;2174;"implicite"
"7 MI 3,  r. 20, R60";8816;2174;"implicite"
"7 MI 3,  r. 20, R60";8817;2174;"implicite"
"7 MI 3,  r. 20, R60";8818;2174;"implicite"
"7 MI 3,  r. 20, R60";8819;2174;"implicite"
"7 MI 3,  r. 20, R60";8820;3859;"couturier"
"7 MI 3,  r. 20, R60";8820;3860;"couturier"
"7 MI 3,  r. 20, R60";8821;3019;"implicite"
"7 MI 3,  r. 20, R60";8822;3547;"drapier"
"7 MI 3,  r. 20, R60";8823;2450;"pelletier"
"7 MI 3,  r. 20, R60";8825;3019;"drapier"
"7 MI 3,  r. 20, R60";8826;3019;"drapier"
"7 MI 3,  r. 20, R60";8827;3019;"drapier"
"7 MI 3,  r. 20, R60";8828;2980;"drapier"
"7 MI 3,  r. 20, R60";8829;3862;"pelletier"
"7 MI 3,  r. 20, R60";8830;3863;"implicite"
"7 MI 3,  r. 20, R60";8831;3864;"implicite"
"7 MI 3,  r. 20, R60";8832;3865;"drapier"
"7 MI 3,  r. 20, R60";8833;3866;"couturier"
"7 MI 3,  r. 20, R60";8835;3767;"pelletier"
"7 MI 3,  r. 20, R60";8836;3542;"dorier"
"7 MI 3,  r. 20, R60";8846;3019;"drapier"
"7 MI 3,  r. 20, R60";8847;3019;"drapier"
"7 MI 3,  r. 20, R60";8848;3019;"drapier"
"7 MI 3,  r. 20, R60";8849;3019;"drapier"
"7 MI 3,  r. 20, R60";8862;3875;"implicite"
"7 MI 3,  r. 20, R60";8864;3878;"pelletier"
"7 MI 3,  r. 20, R60";8865;3118;
"7 MI 3,  r. 20, R60";8866;3767;
"7 MI 3,  r. 20, R60";8867;3019;"drapier"
"7 MI 3,  r. 20, R60";8868;3019;"drapier"
"7 MI 3,  r. 20, R60";8870;3077;"mercier"
"7 MI 3,  r. 20, R60";8871;3331;"mercier"
"7 MI 3,  r. 20, R60";8873;3767;"pelletier"
"7 MI 3,  r. 20, R60";8874;3767;"pelletier"
"7 MI 3,  r. 20, R60";8875;3767;"pelletier"
"7 MI 3,  r. 20, R60";8876;3767;"pelletier"
"7 MI 3,  r. 20, R60";8877;3767;"pelletier"
"7 MI 3,  r. 20, R60";8878;3767;"pelletier"
"7 MI 3,  r. 20, R60";8879;3552;"mercier"
"7 MI 3,  r. 20, R60";8880;3552;"mercier"
"7 MI 3,  r. 20, R60";8881;3552;"mercier"
"7 MI 3,  r. 20, R60";8882;3885;"futainier"
"7 MI 3,  r. 20, R60";8883;3653;"brodeur"
"7 MI 3,  r. 20, R60";8891;3887;"facteur"
"7 MI 3,  r. 20, R60";8892;3547;"drapier"
"7 MI 3,  r. 20, R60";8893;3888;"mercier"
"7 MI 3,  r. 20, R60";8894;3552;"mercier"
"7 MI 3,  r. 20, R60";8895;3019;"drapier"
"7 MI 3,  r. 20, R60";8896;3019;"drapier"
"7 MI 3,  r. 20, R60";8897;3019;"drapier"
"7 MI 3,  r. 20, R60";8899;3019;"drapier"
"7 MI 3,  r. 20, R60";8900;3019;"drapier"
"7 MI 3,  r. 20, R60";8901;3019;"drapier"
"7 MI 3,  r. 20, R60";8902;3019;"drapier"
"7 MI 3,  r. 20, R60";8903;3019;"drapier"
"7 MI 3,  r. 20, R60";8904;3015;"implicite"
"7 MI 3,  r. 20, R60";8905;3077;"mercier"
"7 MI 3,  r. 20, R60";8906;3077;"mercier"
"7 MI 3,  r. 20, R60";8908;3775;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8910;3804;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8911;3804;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8915;3331;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8916;3331;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8917;3331;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8919;3897;"marchand"
"7 MI 3,  r. 21, r. 22, R61";8920;3897;"marchand"
"7 MI 3,  r. 21, r. 22, R61";8923;147;"pelletier"
"7 MI 3,  r. 21, r. 22, R61";8926;3899;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8927;3385;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8927;3756;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8947;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8948;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8949;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8950;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8951;3907;"marchand"
"7 MI 3,  r. 21, r. 22, R61";8952;3019;"drapier"
"7 MI 3,  r. 21, r. 22, R61";8953;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8954;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8955;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8956;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8957;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8958;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8961;3922;"couturier"
"7 MI 3,  r. 21, r. 22, R61";8962;3924;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8972;3897;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8973;3950;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8974;3206;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8975;3206;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8976;3897;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8977;3897;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8978;3897;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8979;3897;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8980;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8981;3796;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8982;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8983;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8987;3385;"pellicier"
"7 MI 3,  r. 21, r. 22, R61";8990;3956;"couturier"
"7 MI 3,  r. 21, r. 22, R61";8991;3956;"couturier"
"7 MI 3,  r. 21, r. 22, R61";8993;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8994;3957;"ceinturier"
"7 MI 3,  r. 21, r. 22, R61";8997;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8998;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";8999;3796;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9000;3950;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9001;3206;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9002;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9003;3796;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9011;3950;"drapier"
"7 MI 3,  r. 21, r. 22, R61";9013;2375;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9014;3966;"marchand"
"7 MI 3,  r. 21, r. 22, R61";9016;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9017;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9018;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9019;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9020;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9021;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9022;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9023;3951;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9024;3897;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9025;3897;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9031;3959;"orfèvre"
"7 MI 3,  r. 21, r. 22, R61";9033;3969;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9034;3652;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9036;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9038;3971;"armurier"
"7 MI 3,  r. 21, r. 22, R61";9040;3973;"chaussetier"
"7 MI 3,  r. 21, r. 22, R61";9041;3974;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9042;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9043;3975;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9044;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9046;3019;"drapier"
"7 MI 3,  r. 21, r. 22, R61";9052;3978;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9053;3959;"orfèvre"
"7 MI 3,  r. 21, r. 22, R61";9055;3610;"pelletier"
"7 MI 3,  r. 21, r. 22, R61";9056;3767;"pellicier"
"7 MI 3,  r. 21, r. 22, R61";9058;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9059;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9060;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9061;3980;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9062;3552;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9064;3981;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9065;3907;"drapier"
"7 MI 3,  r. 21, r. 22, R61";9066;3986;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9068;2174;"implicite"
"7 MI 3,  r. 21, r. 22, R61";9070;3988;"couturier"
